id,name,sex,class,date,japanese,math,english,science,social,total,average,animal,tea
S0299,小川 学,男,2-B,2024-01,88,56,75,73,81,373,74.6,猫派,抹茶
S0300,石川 陽一,男,1-C,2024-01,65,70,65,83,73,356,71.2,犬派,抹茶
S0301,後藤 七夏,女,2-C,2024-01,97,91,83,80,82,433,86.6,猫派,玉露
S0302,高橋 裕太,男,2-C,2024-01,79,58,82,69,75,363,72.6,猫派,抹茶
S0303,山田 幹,女,1-D,2024-01,100,91,85,72,86,434,86.8,猫派,玉露
S0304,池田 結衣,女,2-C,2024-01,56,65,67,64,60,312,62.4,犬派,抹茶
S0305,井上 あすか,女,2-C,2024-01,76,61,86,71,72,366,73.2,猫派,抹茶
S0306,渡辺 翼,男,3-B,2024-01,82,90,83,74,84,413,82.6,猫派,玉露
S0307,木村 香織,女,1-D,2024-01,53,52,50,51,34,240,48,犬派,煎茶
S0308,山下 零,男,2-D,2024-01,62,63,51,74,53,303,60.6,犬派,抹茶
S0309,佐藤 裕美子,女,2-B,2024-01,88,78,100,72,93,431,86.2,猫派,玉露
S0310,太田 桃子,女,1-B,2024-01,78,98,82,87,87,432,86.4,犬派,玉露
S0311,後藤 幹,女,1-D,2024-01,76,75,50,81,51,333,66.6,犬派,抹茶
S0312,村上 裕樹,男,3-D,2024-01,96,74,81,74,83,408,81.6,猫派,玉露
S0313,山本 翼,男,3-B,2024-01,73,78,79,59,63,352,70.4,猫派,抹茶
S0314,小川 美加子,女,3-B,2024-01,36,54,60,32,38,220,44,猫派,煎茶
S0315,山本 陽一,男,2-C,2024-01,72,61,73,64,69,339,67.8,猫派,抹茶
S0316,石井 香織,女,3-D,2024-01,78,73,77,77,74,379,75.8,猫派,抹茶
S0317,鈴木 直樹,男,2-D,2024-01,82,71,63,73,62,351,70.2,犬派,抹茶
S0318,藤井 春香,女,3-D,2024-01,91,86,92,71,76,416,83.2,猫派,玉露
S0319,岡本 太一,男,3-A,2024-01,53,69,74,58,57,311,62.2,犬派,抹茶
S0320,田中 陽一,男,3-C,2024-01,37,35,36,41,38,187,37.4,犬派,煎茶
S0321,後藤 陽一,男,3-A,2024-01,47,29,42,61,31,210,42,犬派,煎茶
S0322,岡本 真綾,女,1-A,2024-01,29,43,51,19,37,179,35.8,猫派,煎茶
S0323,佐藤 さゆり,女,1-C,2024-01,61,89,47,65,67,329,65.8,犬派,抹茶
S0324,小林 浩,男,1-C,2024-01,87,89,82,88,82,428,85.6,犬派,玉露
S0325,佐々木 陽一,男,2-C,2024-01,75,83,79,90,78,405,81,犬派,玉露
S0326,田中 あすか,女,2-B,2024-01,56,34,36,37,57,220,44,猫派,煎茶
S0327,山下 亮介,男,3-D,2024-01,69,48,40,37,40,234,46.8,猫派,煎茶
S0328,山田 充,男,1-B,2024-01,84,83,78,75,76,396,79.2,猫派,抹茶
S0329,木村 治,男,3-D,2024-01,78,73,37,73,69,330,66,犬派,抹茶
S0330,長谷川 聡太郎,男,2-B,2024-01,65,80,79,61,73,358,71.6,猫派,抹茶
S0331,岡本 裕樹,男,2-C,2024-01,41,49,64,64,60,278,55.6,犬派,抹茶
S0332,橋本 幹,女,2-A,2024-01,86,74,85,88,88,421,84.2,猫派,玉露
S0333,佐々木 くみ子,女,2-B,2024-01,94,91,98,87,79,449,89.8,猫派,玉露
S0334,小林 翔太,男,2-C,2024-01,60,60,66,59,64,309,61.8,猫派,抹茶
S0335,山下 幹,女,3-D,2024-01,43,41,33,48,50,215,43,犬派,煎茶
S0336,橋本 直子,女,2-C,2024-01,38,38,36,54,43,209,41.8,犬派,煎茶
S0337,中村 直人,男,2-D,2024-01,45,72,53,66,68,304,60.8,犬派,抹茶
S0338,中村 拓真,男,1-D,2024-01,77,60,92,100,100,429,85.8,猫派,玉露
S0339,小林 舞,女,3-C,2024-01,68,81,63,77,78,367,73.4,犬派,抹茶
S0340,佐藤 幹,女,1-D,2024-01,100,89,80,85,68,422,84.4,犬派,玉露
S0341,山田 裕美子,女,1-A,2024-01,55,54,61,51,70,291,58.2,猫派,抹茶
S0342,田中 千代,女,2-B,2024-01,69,66,71,78,61,345,69,犬派,抹茶
S0343,鈴木 直子,女,1-B,2024-01,57,46,51,55,68,277,55.4,猫派,抹茶
S0344,小林 さゆり,女,3-B,2024-01,75,82,72,77,72,378,75.6,犬派,抹茶
S0345,高橋 英樹,男,3-A,2024-01,68,49,72,88,83,360,72,猫派,抹茶
S0346,高橋 里佳,女,2-A,2024-01,96,85,86,78,81,426,85.2,猫派,玉露
S0347,石井 知実,女,3-B,2024-01,91,77,74,79,85,406,81.2,猫派,玉露
S0348,佐藤 太郎,男,2-C,2024-01,25,42,36,43,46,192,38.4,犬派,煎茶
S0349,橋本 くみ子,女,1-B,2024-01,77,66,66,69,51,329,65.8,犬派,抹茶
S0350,太田 直樹,男,3-C,2024-01,84,92,74,70,93,413,82.6,猫派,玉露
S0351,佐藤 春香,女,1-C,2024-01,66,66,86,63,92,373,74.6,猫派,抹茶
S0352,佐藤 明美,女,2-C,2024-01,62,53,62,51,54,282,56.4,猫派,抹茶
S0353,松田 翼,男,2-A,2024-01,60,78,65,68,60,331,66.2,犬派,抹茶
S0354,太田 学,男,1-D,2024-01,29,55,39,31,28,182,36.4,犬派,煎茶
S0355,池田 さゆり,女,1-D,2024-01,75,58,81,77,77,368,73.6,猫派,抹茶
S0356,佐藤 直人,男,2-A,2024-01,76,83,82,73,70,384,76.8,犬派,抹茶
S0357,清水 舞,女,2-C,2024-01,87,59,56,73,72,347,69.4,猫派,抹茶
S0358,鈴木 さゆり,女,3-C,2024-01,75,70,87,56,64,352,70.4,猫派,抹茶
S0359,佐藤 稔,男,3-B,2024-01,52,66,85,68,70,341,68.2,猫派,抹茶
S0360,石井 さゆり,女,1-C,2024-01,44,47,47,63,56,257,51.4,犬派,抹茶
S0361,山本 稔,男,3-A,2024-01,55,58,64,69,43,289,57.8,犬派,抹茶
S0362,林 千代,女,3-C,2024-01,45,55,62,67,57,286,57.2,犬派,抹茶
S0363,渡辺 明美,女,1-B,2024-01,66,56,86,49,67,324,64.8,猫派,抹茶
S0364,田中 直人,男,1-C,2024-01,100,98,96,98,100,492,98.4,猫派,玉露
S0365,長谷川 直子,女,1-A,2024-01,52,22,34,32,42,182,36.4,猫派,煎茶
S0366,太田 和也,男,3-B,2024-01,50,66,32,47,39,234,46.8,犬派,煎茶
S0367,伊藤 加奈,女,2-C,2024-01,76,69,81,94,74,394,78.8,犬派,抹茶
S0368,加藤 幹,女,3-B,2024-01,67,71,85,95,84,402,80.4,犬派,玉露
S0369,西村 美加子,女,3-A,2024-01,65,52,71,74,60,322,64.4,猫派,抹茶
S0370,山田 里佳,女,3-D,2024-01,65,58,62,83,60,328,65.6,犬派,抹茶
S0371,清水 七夏,女,1-C,2024-01,58,72,62,58,77,327,65.4,猫派,抹茶
S0372,鈴木 修平,男,2-D,2024-01,85,72,100,84,99,440,88,猫派,玉露
S0373,坂本 直樹,男,2-A,2024-01,49,28,47,40,30,194,38.8,猫派,煎茶
S0374,鈴木 花子,女,3-C,2024-01,70,64,69,83,48,334,66.8,犬派,抹茶
S0375,青木 充,男,2-C,2024-01,95,85,80,92,100,452,90.4,猫派,玉露
S0376,藤井 篤司,男,1-D,2024-01,83,53,67,55,71,329,65.8,猫派,抹茶
S0377,小林 淳,男,3-B,2024-01,79,57,85,87,87,395,79,猫派,抹茶
S0378,小林 陽一,男,1-C,2024-01,77,95,100,70,91,433,86.6,猫派,玉露
S0379,鈴木 学,男,1-B,2024-01,61,65,57,55,62,300,60,猫派,抹茶
S0380,山口 聡太郎,男,3-B,2024-01,42,60,42,60,58,262,52.4,犬派,抹茶
S0381,森 零,男,1-C,2024-01,37,56,34,39,48,214,42.8,犬派,煎茶
S0382,中村 陽一,男,3-A,2024-01,79,75,95,99,91,439,87.8,猫派,玉露
S0383,佐々木 加奈,女,1-B,2024-01,63,62,76,75,85,361,72.2,猫派,抹茶
S0384,斎藤 あすか,女,1-A,2024-01,64,90,69,75,82,380,76,犬派,抹茶
S0385,伊藤 学,男,1-A,2024-01,100,100,98,100,100,498,99.6,犬派,玉露
S0386,青木 陽子,女,1-C,2024-01,83,67,70,71,69,360,72,猫派,抹茶
S0387,鈴木 亮介,男,1-C,2024-01,76,77,71,86,90,400,80,犬派,玉露
S0388,山本 直樹,男,1-D,2024-01,93,76,83,65,72,389,77.8,猫派,抹茶
S0389,佐藤 聡太郎,男,3-A,2024-01,88,77,79,65,76,385,77,猫派,抹茶
S0390,鈴木 美加子,女,2-C,2024-01,89,88,83,83,76,419,83.8,犬派,玉露
S0391,西村 裕太,男,2-B,2024-01,84,85,75,58,91,393,78.6,猫派,抹茶
S0392,後藤 洋介,男,3-C,2024-01,54,69,58,73,68,322,64.4,犬派,抹茶
S0393,山本 七夏,女,3-A,2024-01,66,92,82,76,81,397,79.4,犬派,抹茶
S0394,木村 裕樹,男,2-D,2024-01,47,33,29,28,54,191,38.2,猫派,煎茶
S0395,加藤 舞,女,3-A,2024-01,75,55,43,49,72,294,58.8,猫派,抹茶
S0396,山下 直子,女,3-D,2024-01,62,69,72,78,82,363,72.6,犬派,抹茶
S0397,田中 亮介,男,1-C,2024-01,51,60,67,54,55,287,57.4,猫派,抹茶
S0398,池田 涼平,男,1-B,2024-01,74,75,67,72,65,353,70.6,犬派,抹茶
S0399,佐藤 加奈,女,3-C,2024-01,93,64,74,68,76,375,75,猫派,抹茶
S0400,鈴木 七夏,女,3-C,2024-01,54,59,58,70,69,310,62,犬派,抹茶
S0401,佐藤 陽子,女,3-D,2024-01,60,53,56,75,72,316,63.2,犬派,抹茶
S0402,池田 英樹,男,3-A,2024-01,58,58,39,58,65,278,55.6,犬派,抹茶
S0403,藤田 康弘,男,2-D,2024-01,43,63,55,58,56,275,55,犬派,抹茶
S0404,林 翼,男,2-C,2024-01,62,86,87,73,75,383,76.6,犬派,抹茶
S0405,高橋 さゆり,女,2-D,2024-01,52,52,46,58,43,251,50.2,犬派,抹茶
S0406,阿部 康弘,男,2-D,2024-01,68,78,76,80,74,376,75.2,犬派,抹茶
S0407,阿部 直子,女,3-C,2024-01,76,63,51,85,81,356,71.2,犬派,抹茶
S0408,田中 裕美子,女,1-D,2024-01,57,45,53,53,48,256,51.2,猫派,抹茶
S0409,井上 裕太,男,1-A,2024-01,51,49,49,57,51,257,51.4,犬派,抹茶
S0410,加藤 稔,男,2-A,2024-01,95,74,82,85,84,420,84,猫派,玉露
S0411,中川 直子,女,1-A,2024-01,78,75,58,79,80,370,74,犬派,抹茶
S0412,山口 美加子,女,3-A,2024-01,58,65,56,69,82,330,66,犬派,抹茶
S0413,石川 さゆり,女,2-D,2024-01,44,61,65,55,72,297,59.4,猫派,抹茶
S0414,吉田 零,男,2-C,2024-01,56,43,67,69,42,277,55.4,犬派,抹茶
S0415,山田 くみ子,女,1-B,2024-01,70,57,61,62,42,292,58.4,犬派,抹茶
S0416,中島 翼,男,3-D,2024-01,62,64,84,57,77,344,68.8,猫派,抹茶
S0417,山下 陽一,男,1-C,2024-01,63,73,69,71,75,351,70.2,犬派,抹茶
S0418,岡田 香織,女,1-C,2024-01,58,54,56,94,77,339,67.8,犬派,抹茶
S0419,石井 太郎,男,2-A,2024-01,36,54,55,55,47,247,49.4,犬派,煎茶
S0420,長谷川 裕美子,女,1-B,2024-01,71,68,45,65,59,308,61.6,犬派,抹茶
S0421,山口 結衣,女,3-C,2024-01,100,76,69,81,77,403,80.6,猫派,玉露
S0422,橋本 知実,女,2-A,2024-01,82,96,64,81,67,390,78,犬派,抹茶
S0423,坂本 学,男,1-D,2024-01,69,74,75,88,87,393,78.6,犬派,抹茶
S0424,佐々木 京助,男,1-A,2024-01,51,44,38,49,48,230,46,犬派,煎茶
S0425,橋本 裕太,男,3-B,2024-01,100,92,100,100,100,492,98.4,猫派,玉露
S0426,岡本 真綾,女,2-D,2024-01,27,64,50,37,51,229,45.8,犬派,煎茶
S0427,渡辺 知実,女,1-C,2024-01,30,33,39,20,31,153,30.6,猫派,煎茶
S0428,福田 あすか,女,3-C,2024-01,58,47,52,46,62,265,53,猫派,抹茶
S0429,山田 直人,男,1-B,2024-01,80,83,68,79,82,392,78.4,犬派,抹茶
S0430,鈴木 和也,男,3-A,2024-01,98,100,100,100,100,498,99.6,犬派,玉露
S0431,林 智也,男,2-D,2024-01,79,75,87,86,69,396,79.2,犬派,抹茶
S0432,岡田 幹,女,2-D,2024-01,48,42,49,62,45,246,49.2,犬派,煎茶
S0433,佐藤 さゆり,女,2-B,2024-01,69,77,46,63,71,326,65.2,犬派,抹茶
S0434,山田 太一,男,2-D,2024-01,83,69,94,81,76,403,80.6,猫派,玉露
S0435,佐藤 晃,男,2-D,2024-01,58,54,38,69,73,292,58.4,犬派,抹茶
S0436,斎藤 明美,女,1-B,2024-01,68,77,79,85,86,395,79,犬派,抹茶
S0437,前田 花子,女,3-A,2024-01,59,63,73,66,66,327,65.4,猫派,抹茶
S0438,斉藤 修平,男,1-C,2024-01,85,75,62,85,78,385,77,犬派,抹茶
S0439,佐藤 涼平,男,1-C,2024-01,58,66,67,65,66,322,64.4,犬派,抹茶
S0440,井上 裕美子,女,2-A,2024-01,100,97,100,85,99,481,96.2,猫派,玉露
S0441,森 零,男,2-D,2024-01,94,88,90,86,89,447,89.4,猫派,玉露
S0442,小林 聡太郎,男,1-D,2024-01,50,64,73,55,79,321,64.2,猫派,抹茶
S0443,鈴木 稔,男,3-C,2024-01,87,71,86,66,86,396,79.2,猫派,抹茶
S0444,山田 晃,男,2-A,2024-01,78,60,63,78,63,342,68.4,犬派,抹茶
S0445,石井 裕美子,女,1-D,2024-01,63,85,64,82,83,377,75.4,犬派,抹茶
S0446,藤原 聡太郎,男,2-D,2024-01,65,62,54,49,39,269,53.8,犬派,抹茶
S0447,中島 真綾,女,3-D,2024-01,59,76,72,82,72,361,72.2,犬派,抹茶
S0448,藤田 里佳,女,1-D,2024-01,72,68,68,69,49,326,65.2,犬派,抹茶
S0449,後藤 陽一,男,2-B,2024-01,87,71,78,80,80,396,79.2,猫派,抹茶
S0450,林 結衣,女,3-C,2024-01,89,85,61,81,88,404,80.8,犬派,玉露
S0451,山本 陽一,男,2-A,2024-01,86,95,86,78,86,431,86.2,犬派,玉露
S0452,鈴木 京助,男,2-D,2024-01,72,68,87,63,87,377,75.4,猫派,抹茶
S0453,小林 智也,男,2-C,2024-01,63,81,56,83,86,369,73.8,犬派,抹茶
S0454,鈴木 花子,女,1-C,2024-01,62,80,56,50,75,323,64.6,犬派,抹茶
S0455,藤田 治,男,1-A,2024-01,99,100,100,92,94,485,97,猫派,玉露
S0456,藤原 拓真,男,2-C,2024-01,100,94,79,100,83,456,91.2,犬派,玉露
S0457,渡辺 治,男,1-A,2024-01,68,80,73,69,69,359,71.8,犬派,抹茶
S0458,後藤 直人,男,2-B,2024-01,76,45,67,73,59,320,64,猫派,抹茶
S0459,橋本 洋介,男,3-B,2024-01,73,93,91,71,74,402,80.4,犬派,玉露
S0460,木村 淳,男,1-D,2024-01,64,70,61,57,75,327,65.4,猫派,抹茶
S0461,山本 裕美子,女,3-D,2024-01,71,88,73,81,87,400,80,犬派,玉露
S0462,阿部 桃子,女,3-C,2024-01,74,64,67,67,62,334,66.8,猫派,抹茶
S0463,佐藤 康弘,男,2-A,2024-01,51,62,64,64,64,305,61,犬派,抹茶
S0464,田中 幹,女,2-C,2024-01,73,77,62,57,58,327,65.4,犬派,抹茶
S0465,坂本 裕美子,女,3-A,2024-01,59,54,49,58,64,284,56.8,猫派,抹茶
S0466,鈴木 裕美子,女,3-A,2024-01,73,74,69,78,70,364,72.8,犬派,抹茶
S0467,長谷川 花子,女,2-D,2024-01,60,75,81,80,100,396,79.2,猫派,抹茶
S0468,松本 太一,男,1-C,2024-01,65,74,57,74,66,336,67.2,犬派,抹茶
S0469,渡辺 桃子,女,1-A,2024-01,78,82,77,100,80,417,83.4,犬派,玉露
S0470,鈴木 さゆり,女,2-A,2024-01,100,100,100,100,78,478,95.6,犬派,玉露
S0471,長谷川 美加子,女,3-B,2024-01,74,65,51,65,82,337,67.4,猫派,抹茶
S0472,林 加奈,女,3-D,2024-01,88,98,85,71,79,421,84.2,犬派,玉露
S0473,斎藤 洋介,男,1-D,2024-01,90,91,90,100,100,471,94.2,犬派,玉露
S0474,中村 晃,男,2-A,2024-01,100,100,88,100,91,479,95.8,犬派,玉露
S0475,佐々木 涼平,男,1-B,2024-01,62,67,64,67,67,327,65.4,犬派,抹茶
S0476,鈴木 あすか,女,2-B,2024-01,70,50,63,73,56,312,62.4,猫派,抹茶
S0477,中島 美加子,女,2-C,2024-01,56,71,61,53,64,305,61,犬派,抹茶
S0478,石井 香織,女,2-C,2024-01,60,57,50,45,44,256,51.2,猫派,抹茶
S0479,近藤 翔太,男,3-C,2024-01,90,71,82,57,72,372,74.4,猫派,抹茶
S0480,松田 太一,男,2-A,2024-01,60,60,62,72,67,321,64.2,犬派,抹茶
S0481,鈴木 あすか,女,2-C,2024-01,15,30,41,8,31,125,25,猫派,煎茶
S0482,小林 稔,男,2-A,2024-01,75,58,65,63,40,301,60.2,犬派,抹茶
S0483,伊藤 太一,男,2-C,2024-01,83,86,100,60,98,427,85.4,猫派,玉露
S0484,田中 七夏,女,1-A,2024-01,68,65,61,59,68,321,64.2,猫派,抹茶
S0485,井上 花子,女,3-D,2024-01,54,43,35,42,59,233,46.6,猫派,煎茶
S0486,山田 春香,女,1-A,2024-01,65,54,69,68,80,336,67.2,猫派,抹茶
S0487,吉田 美加子,女,3-C,2024-01,74,68,80,60,74,356,71.2,猫派,抹茶
S0488,高橋 翔太,男,2-C,2024-01,66,67,69,65,69,336,67.2,猫派,抹茶
S0489,藤原 京助,男,1-C,2024-01,100,100,89,84,100,473,94.6,猫派,玉露
S0490,小川 さゆり,女,1-B,2024-01,97,77,80,66,79,399,79.8,猫派,抹茶
S0491,佐々木 直人,男,1-A,2024-01,80,91,83,88,73,415,83,犬派,玉露
S0492,池田 桃子,女,1-A,2024-01,41,69,54,83,79,326,65.2,犬派,抹茶
S0493,中村 桃子,女,3-B,2024-01,92,67,94,86,74,413,82.6,猫派,玉露
S0494,山本 くみ子,女,1-B,2024-01,75,78,80,81,76,390,78,犬派,抹茶
S0495,中村 直樹,男,3-B,2024-01,85,91,82,70,91,419,83.8,猫派,玉露
S0496,山田 花子,女,1-D,2024-01,40,27,61,50,42,220,44,猫派,煎茶
S0497,伊藤 加奈,女,3-B,2024-01,80,94,90,91,100,455,91,犬派,玉露
S0498,渡辺 明美,女,3-C,2024-01,83,64,71,79,81,378,75.6,猫派,抹茶
S0499,山崎 陽子,女,1-B,2024-01,77,68,59,53,50,307,61.4,猫派,抹茶
S0500,小川 加奈,女,2-B,2024-01,56,58,43,59,54,270,54,犬派,抹茶
S0501,近藤 さゆり,女,3-D,2024-01,32,37,60,46,28,203,40.6,犬派,煎茶
S0502,近藤 裕美子,女,2-D,2024-01,61,88,72,76,90,387,77.4,犬派,抹茶
S0503,佐藤 里佳,女,1-B,2024-01,36,44,61,35,22,198,39.6,猫派,煎茶
S0504,佐藤 涼平,男,2-A,2024-01,68,75,58,59,74,334,66.8,犬派,抹茶
S0505,太田 幹,女,2-A,2024-01,38,43,46,36,42,205,41,猫派,煎茶
S0506,阿部 晃,男,2-A,2024-01,26,37,22,33,37,155,31,犬派,煎茶
S0507,木村 直人,男,2-D,2024-01,66,55,62,70,66,319,63.8,猫派,抹茶
S0508,山田 浩,男,2-A,2024-01,63,68,40,72,57,300,60,犬派,抹茶
S0509,阿部 涼平,男,2-C,2024-01,88,62,69,73,68,360,72,猫派,抹茶
S0510,山本 京助,男,2-A,2024-01,87,90,98,84,92,451,90.2,猫派,玉露
S0511,佐藤 くみ子,女,3-C,2024-01,71,73,69,59,77,349,69.8,猫派,抹茶
S0512,高橋 晃,男,2-A,2024-01,96,98,100,83,100,477,95.4,猫派,玉露
S0513,青木 結衣,女,1-A,2024-01,89,65,91,80,78,403,80.6,猫派,玉露
S0514,松田 舞,女,1-C,2024-01,71,85,74,53,62,345,69,猫派,抹茶
S0515,田中 涼平,男,1-A,2024-01,70,66,79,47,68,330,66,猫派,抹茶
S0516,山本 あすか,女,2-B,2024-01,50,41,46,34,55,226,45.2,猫派,煎茶
S0517,高橋 あすか,女,2-A,2024-01,91,84,91,78,94,438,87.6,猫派,玉露
S0518,岡田 淳,男,1-C,2024-01,100,87,98,81,100,466,93.2,猫派,玉露
S0519,佐藤 洋介,男,1-D,2024-01,58,65,73,73,64,333,66.6,犬派,抹茶
S0520,中村 洋介,男,2-B,2024-01,78,73,68,86,92,397,79.4,犬派,抹茶
S0521,石川 加奈,女,1-A,2024-01,56,67,59,61,70,313,62.6,犬派,抹茶
S0522,松本 亮介,男,2-D,2024-01,54,42,37,40,40,213,42.6,猫派,煎茶
S0523,佐藤 和也,男,1-D,2024-01,58,44,48,53,33,236,47.2,犬派,煎茶
S0524,山本 涼平,男,3-B,2024-01,74,85,55,76,71,361,72.2,犬派,抹茶
S0525,小林 稔,男,2-D,2024-01,81,69,69,75,67,361,72.2,猫派,抹茶
S0526,渡辺 翼,男,3-C,2024-01,78,53,78,72,66,347,69.4,猫派,抹茶
S0527,福田 洋介,男,3-D,2024-01,52,64,54,45,55,270,54,犬派,抹茶
S0528,山田 翼,男,3-A,2024-01,56,51,45,59,64,275,55,猫派,抹茶
S0529,山下 結衣,女,1-A,2024-01,64,59,74,55,76,328,65.6,猫派,抹茶
S0530,渡辺 桃子,女,2-A,2024-01,47,40,49,64,60,260,52,猫派,抹茶
S0531,田中 裕美子,女,2-C,2024-01,89,73,81,76,97,416,83.2,猫派,玉露
S0532,伊藤 涼平,男,2-A,2024-01,60,60,70,47,59,296,59.2,猫派,抹茶
S0533,藤井 美加子,女,1-A,2024-01,98,88,85,100,85,456,91.2,犬派,玉露
S0534,森 陽子,女,1-A,2024-01,68,66,68,66,77,345,69,猫派,抹茶
S0535,高橋 里佳,女,3-C,2024-01,48,47,64,64,60,283,56.6,猫派,抹茶
S0536,加藤 洋介,男,3-D,2024-01,75,100,100,95,100,470,94,犬派,玉露
S0537,山崎 陽子,女,3-B,2024-01,39,37,52,34,52,214,42.8,猫派,煎茶
S0538,三浦 太郎,男,1-D,2024-01,97,93,80,82,100,452,90.4,猫派,玉露
S0539,斎藤 健一,男,2-B,2024-01,81,77,61,70,100,389,77.8,猫派,抹茶
S0540,松田 健一,男,1-A,2024-01,52,60,38,52,60,262,52.4,犬派,抹茶
S0541,清水 結衣,女,2-D,2024-01,98,53,80,68,77,376,75.2,猫派,抹茶
S0542,坂本 陽子,女,2-A,2024-01,69,78,58,82,79,366,73.2,犬派,抹茶
S0543,吉田 智也,男,2-C,2024-01,90,83,81,70,72,396,79.2,猫派,抹茶
S0544,清水 京助,男,3-C,2024-01,100,85,88,78,99,450,90,猫派,玉露
S0545,高橋 加奈,女,1-C,2024-01,99,71,76,82,86,414,82.8,猫派,玉露
S0546,高橋 春香,女,2-D,2024-01,58,75,73,57,80,343,68.6,猫派,抹茶
S0547,山崎 幹,女,2-B,2024-01,88,88,93,78,87,434,86.8,猫派,玉露
S0548,石川 あすか,女,3-D,2024-01,46,22,52,34,35,189,37.8,猫派,煎茶
S0549,藤田 明美,女,3-C,2024-01,57,74,35,73,63,302,60.4,犬派,抹茶
S0550,山崎 亮介,男,3-D,2024-01,41,68,42,40,63,254,50.8,犬派,抹茶
S0551,石井 翔太,男,2-B,2024-01,65,77,64,86,85,377,75.4,犬派,抹茶
S0552,伊藤 舞,女,2-A,2024-01,81,95,77,66,82,401,80.2,犬派,玉露
S0553,松本 裕太,男,2-C,2024-01,91,97,100,100,91,479,95.8,犬派,玉露
S0554,青木 あすか,女,2-D,2024-01,100,88,77,71,89,425,85,猫派,玉露
S0555,伊藤 翼,男,3-D,2024-01,91,86,80,75,94,426,85.2,猫派,玉露
S0556,山本 千代,女,2-A,2024-01,68,99,89,97,70,423,84.6,犬派,玉露
S0557,佐々木 桃子,女,3-D,2024-01,48,54,67,56,47,272,54.4,犬派,抹茶
S0558,藤田 七夏,女,3-A,2024-01,66,44,70,51,70,301,60.2,猫派,抹茶
S0559,渡辺 京助,男,3-D,2024-01,78,74,76,84,80,392,78.4,犬派,抹茶
S0560,山下 陽子,女,3-B,2024-01,59,61,39,65,51,275,55,犬派,抹茶
S0561,小林 京助,男,1-D,2024-01,35,34,39,45,72,225,45,猫派,煎茶
S0562,青木 陽一,男,1-A,2024-01,63,66,63,61,50,303,60.6,犬派,抹茶
S0563,橋本 亮介,男,3-C,2024-01,100,74,81,88,82,425,85,猫派,玉露
S0564,佐々木 結衣,女,2-A,2024-01,70,99,89,79,87,424,84.8,犬派,玉露
S0565,中川 太一,男,3-D,2024-01,80,78,87,95,87,427,85.4,犬派,玉露
S0566,橋本 桃子,女,2-D,2024-01,38,45,45,66,32,226,45.2,犬派,煎茶
S0567,井上 充,男,3-B,2024-01,92,100,73,82,83,430,86,犬派,玉露
S0568,小林 加奈,女,2-C,2024-01,71,77,47,79,74,348,69.6,犬派,抹茶
S0569,清水 真綾,女,1-A,2024-01,87,59,62,86,58,352,70.4,犬派,抹茶
S0570,佐藤 京助,男,3-B,2024-01,60,70,63,48,56,297,59.4,猫派,抹茶
S0571,佐々木 明美,女,3-D,2024-01,60,65,65,43,71,304,60.8,猫派,抹茶
S0572,佐藤 翔太,男,2-C,2024-01,87,78,84,78,87,414,82.8,猫派,玉露
S0573,佐藤 千代,女,1-C,2024-01,76,100,86,83,65,410,82,犬派,玉露
S0574,森 香織,女,1-A,2024-01,53,52,44,52,66,267,53.4,猫派,抹茶
S0575,佐藤 直人,男,1-D,2024-01,69,79,72,76,76,372,74.4,犬派,抹茶
S0576,長谷川 裕樹,男,3-D,2024-01,50,61,57,33,83,284,56.8,猫派,抹茶
S0577,中村 涼平,男,3-C,2024-01,82,86,74,100,100,442,88.4,犬派,玉露
S0578,前田 春香,女,3-A,2024-01,82,74,58,68,73,355,71,猫派,抹茶
S0579,太田 さゆり,女,2-B,2024-01,60,62,62,63,52,299,59.8,犬派,抹茶
S0580,西村 智也,男,2-B,2024-01,46,69,38,70,73,296,59.2,犬派,抹茶
S0581,佐藤 充,男,1-B,2024-01,39,61,64,55,60,279,55.8,犬派,抹茶
S0582,井上 洋介,男,2-A,2024-01,99,83,76,89,90,437,87.4,猫派,玉露
S0583,藤田 香織,女,3-C,2024-01,72,82,96,85,76,411,82.2,犬派,玉露
S0584,小林 香織,女,3-B,2024-01,63,79,60,67,67,336,67.2,犬派,抹茶
S0585,山田 浩,男,1-C,2024-01,48,65,61,67,57,298,59.6,犬派,抹茶
S0586,後藤 千代,女,3-D,2024-01,79,100,70,92,93,434,86.8,犬派,玉露
S0587,松田 陽子,女,2-A,2024-01,62,70,35,63,33,263,52.6,犬派,抹茶
S0588,岡田 学,男,2-A,2024-01,71,49,43,53,76,292,58.4,猫派,抹茶
S0589,西村 桃子,女,2-C,2024-01,32,57,61,41,30,221,44.2,犬派,煎茶
S0590,中村 裕太,男,3-B,2024-01,100,100,93,100,99,492,98.4,犬派,玉露
S0591,山崎 太一,男,2-A,2024-01,89,83,64,88,78,402,80.4,犬派,玉露
S0592,吉田 陽一,男,3-B,2024-01,94,69,79,74,64,380,76,猫派,抹茶
S0593,鈴木 舞,女,1-B,2024-01,100,56,74,81,76,387,77.4,猫派,抹茶
S0594,山田 幹,女,3-B,2024-01,55,70,60,46,80,311,62.2,猫派,抹茶
S0595,中村 真綾,女,3-C,2024-01,84,86,95,86,93,444,88.8,猫派,玉露
S0596,高橋 晃,男,2-B,2024-01,78,68,67,52,68,333,66.6,猫派,抹茶
